cand_nm,
Clinton [DEM],
Trump [REP],
Sanders [DEM],
Cruz [REP],
Carson [REP],
Rubio [REP],
Bush [REP],
Kasich [REP],
Paul [REP],
Fiorina [REP],
Johnson [LIB],
Stein [GRE],
Walker [REP],
Christie [REP],
O'Malley [DEM],
Graham [REP],
Huckabee [REP],
Santorum [REP],
McMullin [IND],
Jindal [REP],
Perry [REP],
Lessig [DEM],
Webb [DEM],
Pataki [REP],
Gilmore [REP],
